ID_Choke,Orifice_ID_gaslift,Qgaslift,CHP,WHP,WHT,TAmbient,FBHP,FBHT,FLP,FLT,DP_Choke,DT_Choke,Qliquid,Qgas,Qoil,Qwater,PReservoir,PI_Liquid,PI_oil
2.080,0.304,0.680,3820.18,472.19,136.06,79.350,4047.56,238.31,470.11,135.76,2.08,0.30,2525.79,0.554,1239.91,1285.88,4281.93,10.78,5.29
2.080,0.337,2.690,3562.54,478.61,161.98,80.260,3547.42,238.76,467.92,161.72,10.69,0.25,4299.47,1.162,2217.24,2082.23,3946.51,10.77,5.56
1.170,0.290,2.620,3654.26,443.51,163.29,80.550,3470.60,242.20,369.31,163.09,74.20,0.20,3178.22,0.190,323.23,2855.00,3765.73,10.77,1.10
1.450,0.312,2.010,3693.04,531.68,157.09,79.360,3636.74,240.54,501.36,156.92,30.32,0.17,4134.24,1.441,2454.08,1680.15,4020.69,10.77,6.39
1.550,0.325,2.130,3542.30,424.62,160.92,80.420,3553.54,241.87,406.82,160.62,17.80,0.30,3178.16,0.258,566.67,2611.49,3849.27,10.75,1.92
1.560,0.292,1.220,3438.63,378.85,150.39,80.400,3391.52,241.70,356.24,150.09,22.61,0.30,3813.96,1.575,2558.79,1255.18,3746.89,10.73,7.20
1.770,0.289,2.290,3438.27,400.42,159.41,80.550,3413.85,242.33,383.12,159.22,17.30,0.19,4027.36,0.933,2146.58,1880.77,3789.72,10.71,5.71
1.470,0.324,2.010,3889.20,405.18,164.39,79.990,3857.30,237.85,379.73,164.18,25.45,0.21,3515.03,0.237,386.65,3128.38,4185.53,10.71,1.18
1.170,0.292,2.740,3608.55,558.50,156.73,79.670,3445.16,238.32,501.28,156.46,57.22,0.27,3233.98,0.445,925.24,2308.74,3747.20,10.71,3.06
2.010,0.287,2.530,4067.95,436.86,173.24,80.670,4019.05,239.17,424.75,173.03,12.11,0.21,4456.79,0.444,975.14,3481.64,4435.30,10.71,2.34
1.060,0.340,1.130,3794.50,501.44,140.70,79.430,3780.10,239.00,473.95,140.42,27.49,0.28,2240.89,0.292,488.29,1752.60,3989.56,10.70,2.33
1.610,0.285,0.500,3876.54,434.85,150.67,80.360,3931.40,241.44,416.82,150.37,18.03,0.30,4529.10,2.091,3677.63,851.47,4355.77,10.67,8.67
1.240,0.339,1.130,3602.03,459.01,144.57,79.870,3500.67,239.80,370.14,144.39,88.87,0.18,4898.88,2.892,4834.71,64.18,3960.28,10.66,10.52
2.380,0.321,1.180,3955.27,499.58,147.69,80.320,4012.45,241.43,498.00,147.48,1.58,0.21,2381.28,0.152,281.23,2100.05,4236.27,10.64,1.26
1.260,0.281,0.650,4010.80,467.40,152.96,80.380,3933.03,238.70,408.16,152.66,59.24,0.29,4794.39,2.365,3844.14,950.25,4384.00,10.63,8.52
1.080,0.322,1.540,3410.61,525.51,142.98,80.710,3469.03,240.45,483.51,142.66,42.00,0.32,2831.55,0.611,1466.74,1364.81,3735.52,10.63,5.50
1.290,0.340,1.590,3712.33,427.45,159.55,80.620,3634.59,242.02,367.52,159.35,59.93,0.21,4206.32,1.479,2426.20,1780.11,4030.63,10.62,6.13
1.000,0.291,0.590,3750.22,467.12,135.49,80.060,3776.18,241.73,424.39,135.21,42.73,0.28,2742.63,0.973,1790.39,952.24,4034.62,10.61,6.93
1.810,0.299,2.550,3564.45,514.61,151.62,80.650,3459.65,237.68,492.94,151.32,21.67,0.30,5044.39,2.611,4556.09,488.30,3935.67,10.60,9.57
1.480,0.333,1.110,3524.77,442.37,144.38,79.430,3561.19,238.52,408.84,144.19,33.53,0.19,4786.12,2.508,4604.73,181.39,4012.84,10.60,10.20
1.720,0.323,1.030,3395.17,406.11,141.99,80.280,3591.44,239.48,389.71,141.73,16.40,0.26,4724.36,2.052,4676.64,47.72,4038.38,10.57,10.46
2.390,0.303,2.920,3612.76,396.83,166.70,79.760,3538.49,238.63,388.06,166.51,8.77,0.19,4380.86,0.848,1775.56,2605.30,3953.52,10.56,4.28
1.390,0.300,2.830,3508.79,545.11,145.15,79.770,3356.03,238.38,490.76,144.90,54.35,0.25,4906.45,2.418,4888.30,18.15,3821.29,10.55,10.51
1.780,0.322,1.210,3821.68,361.54,159.11,80.050,3890.14,237.90,349.08,158.95,12.46,0.17,3934.36,0.951,1749.22,2185.14,4263.41,10.54,4.69
1.120,0.314,1.590,3609.00,534.88,145.29,80.630,3479.60,238.38,433.31,145.00,101.57,0.30,4372.43,2.277,3890.15,482.28,3894.60,10.54,9.37
1.550,0.317,0.960,3533.41,372.01,140.93,80.150,3617.12,241.00,364.96,140.71,7.05,0.22,2269.32,0.337,629.28,1640.04,3832.54,10.53,2.92
1.950,0.339,1.090,3844.53,393.53,154.66,79.930,4025.42,239.51,387.63,154.35,5.90,0.31,3462.46,0.584,1383.60,2078.86,4354.21,10.53,4.21
1.350,0.319,2.970,3617.01,506.52,163.75,79.870,3493.33,240.45,461.13,163.54,45.39,0.21,3679.73,0.572,1055.72,2624.02,3842.87,10.53,3.02
1.640,0.319,1.000,3506.13,503.70,139.86,80.540,3572.35,241.87,496.29,139.52,7.41,0.34,2891.53,1.002,1805.47,1086.06,3847.24,10.52,6.57
2.400,0.323,0.360,4260.66,402.27,118.21,79.710,4335.95,239.90,401.89,117.84,0.38,0.37,1274.06,0.136,241.05,1033.01,4457.12,10.52,1.99
1.050,0.331,2.910,3552.93,619.04,150.89,80.110,3375.44,239.95,495.90,150.56,123.14,0.33,3888.53,1.244,2682.31,1206.22,3746.37,10.48,7.23
1.680,0.342,2.980,3528.62,486.02,158.40,80.350,3479.73,239.69,457.00,158.19,29.02,0.22,4879.65,1.788,3698.77,1180.87,3945.22,10.48,7.95
1.280,0.285,1.590,3636.01,530.41,146.80,80.660,3645.47,240.89,514.95,146.49,15.46,0.31,2296.48,0.128,276.27,2020.21,3864.62,10.48,1.26
2.000,0.334,1.010,4121.30,405.62,155.95,79.390,4159.46,242.36,401.35,155.74,4.27,0.21,3047.06,0.394,663.65,2383.41,4450.26,10.48,2.28
1.550,0.299,2.990,3573.09,537.01,151.48,79.760,3439.45,240.84,501.94,151.24,35.07,0.24,4951.19,1.948,4454.09,497.10,3912.63,10.46,9.41
1.500,0.314,0.800,3969.05,358.89,147.19,80.090,4099.89,241.44,350.31,146.92,8.58,0.27,2597.79,0.293,650.23,1947.56,4348.51,10.45,2.62
2.190,0.282,2.550,3517.72,493.23,152.73,80.390,3411.00,241.59,482.44,152.47,10.79,0.26,4883.48,2.233,4298.93,584.55,3878.40,10.45,9.20
2.280,0.289,2.800,3416.15,482.20,153.05,80.020,3317.26,241.60,473.68,152.76,8.52,0.30,4493.42,1.613,3578.11,915.31,3747.35,10.45,8.32
1.090,0.292,2.820,3580.30,567.97,149.79,79.300,3330.25,238.81,443.36,149.55,124.61,0.23,4030.44,1.458,2958.75,1071.69,3716.05,10.45,7.67
1.130,0.334,3.000,3800.96,632.34,151.57,80.730,3631.73,238.89,502.87,151.34,129.47,0.23,5065.57,2.076,4645.63,419.94,4117.17,10.44,9.57
1.880,0.335,2.950,3546.23,393.38,165.86,79.640,3511.50,237.77,374.32,165.63,19.06,0.23,4341.18,0.809,1735.17,2606.01,3927.65,10.43,4.17
2.110,0.288,1.820,3819.47,483.21,160.41,80.510,3779.28,242.14,469.19,160.21,14.02,0.20,5604.69,2.838,4783.60,821.09,4317.02,10.42,8.90
1.610,0.333,3.000,3657.33,397.06,169.95,80.130,3575.67,240.75,362.60,169.80,34.46,0.16,4218.38,0.603,1149.51,3068.87,3980.43,10.42,2.84
1.950,0.301,2.260,3460.78,372.86,160.53,80.380,3437.17,241.33,356.66,160.34,16.20,0.19,4499.14,1.383,2780.02,1719.12,3869.03,10.42,6.44
1.650,0.283,1.200,3388.02,500.43,138.64,80.210,3581.92,238.09,489.04,138.40,11.39,0.24,3857.64,1.454,3424.04,433.60,3952.71,10.40,9.23
1.960,0.338,0.080,4042.27,515.47,110.75,79.810,4232.36,241.76,514.71,110.53,0.76,0.23,1610.49,0.652,1219.78,390.70,4387.36,10.39,7.87
1.670,0.310,2.110,3381.32,526.04,146.10,79.220,3348.12,239.99,506.73,145.88,19.31,0.22,4309.34,2.036,3734.48,574.87,3763.27,10.38,9.00
1.490,0.318,2.900,4106.86,480.59,174.65,79.700,3974.20,240.54,429.19,174.39,51.40,0.26,5016.11,1.096,1793.26,3222.85,4457.88,10.37,3.71
2.380,0.289,1.970,3599.65,469.80,155.96,79.760,3577.75,239.55,466.47,155.77,3.33,0.19,2969.31,0.300,513.10,2456.22,3864.18,10.37,1.79
1.300,0.321,1.010,3661.49,447.96,146.31,79.320,3610.30,239.27,380.68,146.12,67.28,0.19,4998.21,2.846,4856.26,141.95,4093.31,10.35,10.05
1.790,0.295,2.960,3711.93,524.68,159.50,79.470,3620.81,240.79,504.02,159.32,20.66,0.19,5010.67,1.635,3807.61,1203.06,4105.13,10.35,7.86
1.780,0.321,1.620,3396.36,376.20,152.40,80.500,3387.00,240.03,354.40,152.22,21.80,0.18,4632.94,2.178,3786.50,846.44,3835.27,10.34,8.45
2.050,0.286,2.930,3468.00,424.92,155.88,80.720,3269.75,237.74,407.52,155.69,17.40,0.19,4789.68,2.324,3797.74,991.94,3733.59,10.33,8.19
1.950,0.307,0.550,3589.58,379.05,129.97,79.930,3746.49,238.02,376.78,129.74,2.27,0.23,2167.70,0.563,1083.42,1084.28,3956.55,10.32,5.16
2.040,0.306,0.660,3546.35,359.19,139.32,80.060,3552.91,240.17,355.39,139.00,3.80,0.32,2767.90,0.948,1538.95,1228.95,3821.31,10.31,5.73
1.400,0.285,2.640,3818.45,561.31,162.43,80.800,3630.68,241.38,515.54,162.23,45.77,0.20,4446.59,1.589,2584.36,1862.23,4063.55,10.27,5.97
1.500,0.331,2.000,3721.82,384.68,164.53,79.620,3738.35,239.78,353.69,164.26,30.99,0.27,4027.58,0.659,1379.85,2647.73,4131.02,10.26,3.51
1.660,0.286,2.550,3421.71,495.12,151.38,80.530,3303.91,240.46,471.90,151.11,23.22,0.28,4326.36,1.771,3413.07,913.29,3726.12,10.25,8.08
2.280,0.295,0.340,4178.41,496.75,110.01,80.080,4256.22,241.77,496.50,109.73,0.25,0.28,987.43,0.136,230.07,757.36,4352.59,10.25,2.39
2.320,0.339,1.810,3856.57,382.74,167.86,79.920,3943.38,240.59,375.84,167.65,6.90,0.22,4354.80,0.764,1600.39,2754.41,4368.73,10.24,3.76
1.170,0.337,2.430,3536.58,443.54,158.94,80.260,3453.80,238.91,361.55,158.71,81.99,0.22,3586.08,0.542,1261.22,2324.85,3804.89,10.21,3.59
1.060,0.332,1.190,4220.04,480.78,157.66,80.500,4191.01,239.90,425.32,157.48,55.46,0.18,3289.70,0.496,892.50,2397.21,4513.15,10.21,2.77
1.290,0.293,1.450,3653.43,477.05,146.60,80.330,3688.41,238.55,460.51,146.40,16.54,0.20,2441.60,0.173,408.97,2032.63,3927.87,10.20,1.71
2.000,0.289,0.470,3532.21,514.85,109.29,80.090,3664.63,242.20,514.35,108.94,0.50,0.35,1068.51,0.209,419.93,648.59,3769.58,10.18,4.00
1.910,0.289,1.790,3493.34,504.16,151.46,80.350,3543.28,241.92,498.88,151.17,5.28,0.28,2828.39,0.368,844.56,1983.83,3821.45,10.17,3.04
2.310,0.299,2.680,3992.56,431.29,174.07,80.120,3935.99,240.60,423.12,173.84,8.17,0.23,4361.58,0.440,821.72,3539.86,4364.99,10.17,1.92
2.260,0.310,2.520,3397.01,424.94,159.33,80.720,3377.17,241.47,416.24,159.08,8.70,0.25,4273.42,1.318,2659.78,1613.64,3797.52,10.17,6.33
2.290,0.317,2.460,3520.87,471.41,159.72,79.330,3521.59,239.85,466.93,159.53,4.48,0.19,3076.62,0.162,384.58,2692.04,3825.08,10.14,1.27
1.830,0.289,0.940,3483.02,519.46,130.38,79.250,3589.96,238.12,516.70,130.02,2.76,0.35,2135.76,0.513,1004.23,1131.53,3800.65,10.14,4.77
1.870,0.309,1.590,3476.71,517.05,146.28,79.250,3540.24,237.94,508.65,145.96,8.40,0.33,3714.21,1.296,2550.18,1164.03,3906.81,10.13,6.96
2.320,0.327,1.780,3735.35,415.75,160.62,79.990,3740.00,241.23,403.37,160.42,12.38,0.20,5738.38,2.848,4908.61,829.77,4306.60,10.13,8.66
2.030,0.341,2.760,3620.54,503.79,163.96,80.630,3632.98,238.69,495.27,163.75,8.52,0.22,3675.35,0.383,921.78,2753.58,3995.98,10.12,2.54
1.040,0.332,2.860,3817.44,598.37,164.05,80.520,3644.47,242.37,490.26,163.86,108.11,0.19,3368.03,0.369,617.02,2751.01,3977.14,10.12,1.85
1.150,0.343,2.900,3535.37,616.60,144.80,79.230,3374.17,242.03,505.55,144.56,111.05,0.24,4698.60,2.351,4635.17,63.43,3838.50,10.12,9.98
1.910,0.288,1.510,3801.16,448.09,159.69,80.740,3814.09,240.27,433.08,159.47,15.01,0.22,5020.59,2.045,3693.15,1327.44,4310.56,10.11,7.44
1.350,0.302,2.310,3739.93,525.61,161.94,80.620,3645.92,241.40,482.49,161.72,43.12,0.23,4081.33,1.136,1996.99,2084.33,4049.87,10.10,4.94
1.990,0.327,2.410,3539.79,455.88,162.47,80.110,3549.62,242.17,447.35,162.31,8.53,0.16,3499.16,0.407,905.23,2593.93,3896.08,10.10,2.61
2.210,0.285,2.990,3513.58,477.71,153.19,80.660,3334.66,238.02,466.00,152.99,11.71,0.20,4823.27,2.153,4053.96,769.31,3812.71,10.09,8.48
1.040,0.321,2.370,3639.40,469.59,158.13,80.170,3512.86,238.22,369.39,157.95,100.20,0.18,2989.54,0.175,372.20,2617.34,3809.79,10.07,1.25
1.800,0.332,0.690,3773.87,372.57,140.39,80.500,3942.24,237.89,368.48,140.11,4.09,0.28,2549.38,0.491,1022.30,1527.08,4195.71,10.06,4.03
1.260,0.324,0.330,3455.47,452.56,112.51,80.600,3801.89,241.88,448.15,112.25,4.41,0.26,1565.72,0.471,1097.88,467.84,3957.62,10.05,7.05
1.050,0.321,1.600,3535.67,520.32,144.57,79.460,3417.23,239.19,411.18,144.25,109.14,0.31,3858.63,1.687,3025.93,832.69,3801.57,10.04,7.87
1.960,0.287,0.450,3505.44,466.65,116.98,79.750,3611.86,238.14,465.35,116.60,1.30,0.37,1717.80,0.580,1060.40,657.40,3783.27,10.02,6.19
1.110,0.322,1.480,3776.01,496.00,149.90,79.850,3749.93,238.05,387.41,149.72,108.59,0.18,4660.94,1.768,3856.46,804.48,4215.06,10.02,8.29
1.440,0.284,1.360,3652.95,518.14,147.76,80.670,3690.27,239.59,503.46,147.50,14.68,0.26,3095.26,0.778,1491.30,1603.97,3999.53,10.01,4.82
1.640,0.324,0.800,3728.28,427.15,148.65,79.780,3757.88,241.31,414.46,148.38,12.69,0.27,3718.19,1.430,2457.35,1260.84,4130.09,9.99,6.60
1.090,0.301,1.720,3784.26,502.97,153.56,80.730,3720.94,238.93,457.02,153.25,45.95,0.30,2761.16,0.260,425.50,2335.67,3997.78,9.97,1.54
2.080,0.311,0.530,3537.18,510.97,126.26,80.170,3798.40,238.33,508.95,126.01,2.02,0.24,2596.82,0.965,2051.22,545.59,4058.84,9.97,7.88
2.160,0.285,1.220,3760.92,373.51,151.71,79.360,3804.36,240.63,370.34,151.52,3.17,0.19,2656.70,0.234,390.80,2265.90,4071.15,9.96,1.46
1.410,0.335,2.590,3588.46,468.63,157.68,79.740,3497.93,240.79,405.18,157.49,63.45,0.19,4958.82,2.047,3882.26,1076.56,3996.37,9.95,7.79
1.030,0.326,2.580,3735.04,648.19,150.58,79.350,3533.78,238.46,502.64,150.35,145.55,0.23,4227.96,1.782,3220.44,1007.52,3959.45,9.93,7.57
1.350,0.331,2.520,3678.40,482.82,164.18,80.490,3633.09,241.07,447.09,163.89,35.73,0.29,3421.29,0.281,585.38,2835.91,3977.80,9.93,1.70
1.930,0.294,1.260,3572.85,487.83,143.65,79.260,3632.01,237.91,483.33,143.46,4.50,0.19,2848.26,0.676,1270.89,1577.37,3918.99,9.93,4.43
2.040,0.303,0.960,3897.64,458.79,142.42,79.300,3989.24,239.00,456.49,142.17,2.30,0.25,2333.21,0.283,524.74,1808.47,4224.38,9.92,2.23
1.070,0.285,0.140,3987.75,470.62,134.40,80.520,4184.53,239.24,436.71,134.08,33.91,0.33,3294.57,1.332,2700.56,594.01,4516.61,9.92,8.13
1.770,0.307,2.000,3666.33,427.74,160.70,80.380,3652.20,238.27,413.88,160.43,13.86,0.26,3771.32,0.742,1336.18,2435.14,4032.42,9.92,3.51
1.810,0.301,2.880,3665.50,379.80,170.07,79.610,3539.42,242.10,358.17,169.84,21.63,0.23,4128.86,0.629,1068.55,3060.31,3955.85,9.91,2.57
2.050,0.293,1.860,3558.94,481.98,155.32,79.940,3535.94,241.65,472.61,155.07,9.37,0.25,4269.51,1.647,2901.56,1367.95,3966.63,9.91,6.74
1.020,0.282,2.520,3789.42,610.09,155.38,80.310,3566.19,238.91,499.89,155.20,110.20,0.18,3542.62,0.805,1598.78,1943.83,3923.69,9.91,4.47
2.260,0.330,0.970,3533.51,361.69,151.38,80.700,3557.84,238.91,351.60,151.05,10.09,0.32,5063.07,2.706,4552.20,510.86,4069.05,9.90,8.90
2.220,0.337,1.870,3643.71,455.82,159.28,80.120,3753.09,239.95,449.78,159.11,6.04,0.17,3996.09,0.816,1924.92,2071.17,4156.61,9.90,4.77
2.070,0.296,1.140,3620.09,386.51,149.62,79.700,3645.37,240.22,381.94,149.34,4.57,0.29,3020.88,0.688,1163.94,1856.93,3950.74,9.89,3.81
2.210,0.307,2.650,3430.46,394.49,157.80,80.340,3323.64,240.83,379.77,157.52,14.72,0.28,4960.73,2.362,3931.88,1028.86,3825.60,9.88,7.83
2.180,0.328,2.410,3566.52,421.25,163.38,79.650,3586.99,239.11,413.90,163.21,7.35,0.16,3726.78,0.471,1018.53,2708.25,3964.36,9.88,2.70
2.270,0.301,1.050,3798.95,494.40,151.30,79.780,3894.56,242.39,490.85,151.04,3.55,0.26,3552.25,1.073,2006.31,1545.94,4254.39,9.87,5.58
1.640,0.340,0.330,3784.12,467.48,125.69,80.570,4111.56,238.99,464.17,125.36,3.31,0.33,2327.67,0.723,1615.41,712.27,4348.10,9.84,6.83
1.220,0.340,0.540,3934.70,521.16,140.87,80.730,4152.89,239.87,499.15,140.53,22.01,0.34,3375.69,1.126,2428.81,946.88,4496.00,9.84,7.08
1.910,0.315,2.840,3430.06,532.27,155.12,79.250,3349.52,239.00,520.28,154.93,11.99,0.19,3909.16,1.214,2241.12,1668.04,3747.04,9.83,5.64
1.620,0.291,2.750,3516.07,397.77,163.55,79.940,3381.91,239.46,373.64,163.31,24.13,0.24,3548.90,0.426,763.72,2785.18,3742.80,9.83,2.12
1.860,0.286,2.840,3582.93,383.73,160.82,79.660,3387.41,239.84,354.19,160.55,29.54,0.28,5065.83,2.257,3723.38,1342.44,3903.22,9.82,7.22
1.500,0.294,1.140,3948.78,470.09,156.16,79.690,3951.91,241.69,453.56,155.91,16.53,0.24,3602.19,0.966,1632.87,1969.32,4319.18,9.81,4.45
1.450,0.308,2.920,3614.65,468.20,162.57,79.670,3456.90,237.94,425.18,162.31,43.02,0.25,4027.63,1.001,1619.51,2408.12,3868.63,9.78,3.93
1.110,0.340,0.160,4425.56,503.68,96.08,80.760,4703.36,240.72,502.88,95.72,0.80,0.36,543.38,0.076,174.37,369.01,4758.96,9.77,3.14
1.680,0.321,2.710,3763.55,487.47,163.51,80.770,3680.97,238.84,456.03,163.34,31.44,0.17,5130.91,1.963,3483.37,1647.53,4206.14,9.77,6.63
1.640,0.332,1.440,3534.03,402.40,149.03,79.650,3589.65,241.44,394.86,148.84,7.54,0.19,2432.35,0.144,283.37,2148.98,3838.67,9.77,1.14
1.660,0.323,1.650,3380.00,459.66,147.41,79.800,3355.05,242.00,436.57,147.19,23.09,0.22,4554.78,2.468,4154.42,400.37,3821.79,9.76,8.90
1.400,0.336,1.640,3565.59,395.95,157.32,79.760,3590.37,240.95,365.62,157.02,30.33,0.31,3597.43,0.803,1541.86,2055.57,3959.06,9.76,4.18
1.680,0.296,1.840,3683.78,523.44,154.93,80.460,3651.00,237.64,509.04,154.65,14.40,0.28,3840.49,1.213,2060.81,1779.68,4044.69,9.76,5.23
2.320,0.334,0.260,4697.69,518.41,107.72,79.670,4789.97,239.03,518.24,107.51,0.17,0.21,893.01,0.068,130.11,762.90,4881.56,9.75,1.42
2.080,0.344,2.190,3410.95,363.73,158.16,79.430,3438.77,237.96,356.76,157.89,6.97,0.28,3082.74,0.188,395.21,2687.53,3755.45,9.73,1.25
2.340,0.343,2.900,3691.65,499.63,165.93,80.240,3695.14,239.13,492.26,165.78,7.37,0.16,4334.02,0.814,1779.11,2554.90,4140.78,9.73,3.99
1.370,0.314,1.270,3903.33,485.13,149.11,79.230,3958.92,238.52,471.90,148.89,13.23,0.22,2647.54,0.265,511.24,2136.30,4231.15,9.73,1.88
2.320,0.308,2.070,3636.03,438.09,160.18,80.540,3635.32,240.26,434.08,159.91,4.01,0.28,3048.19,0.190,324.33,2723.87,3948.83,9.72,1.03
1.020,0.306,1.800,3561.29,554.44,144.11,80.220,3374.01,238.22,411.19,143.83,143.25,0.28,3962.16,1.966,3306.81,655.34,3782.02,9.71,8.10
2.260,0.290,2.040,3638.97,471.62,158.01,79.200,3610.59,240.01,467.18,157.76,4.44,0.25,3199.45,0.424,720.52,2478.94,3940.07,9.71,2.19
1.920,0.282,2.260,3549.21,512.21,157.37,79.590,3507.21,241.68,502.84,157.08,9.37,0.29,3734.89,0.952,1865.21,1869.69,3891.96,9.71,4.85
2.220,0.321,1.770,3505.75,370.83,158.25,79.460,3503.49,239.47,364.40,158.05,6.43,0.21,3573.02,0.801,1302.36,2270.65,3871.61,9.71,3.54
1.300,0.311,0.630,3823.44,385.26,130.74,79.330,3889.99,239.91,377.58,130.48,7.68,0.26,1853.45,0.268,491.35,1362.10,4081.11,9.70,2.57
1.200,0.311,1.140,3632.65,525.71,144.54,80.510,3626.71,242.22,472.17,144.34,53.54,0.20,4218.19,1.998,3730.57,487.62,4062.23,9.69,8.57
1.080,0.324,2.180,4007.70,466.00,166.95,79.820,3877.66,240.90,361.09,166.74,104.91,0.22,3568.02,0.292,475.62,3092.41,4246.96,9.66,1.29
2.130,0.286,1.230,3620.62,501.75,140.81,80.030,3651.85,240.57,499.77,140.52,1.98,0.29,2122.31,0.239,387.11,1735.20,3871.52,9.66,1.76
1.970,0.282,1.510,3349.78,470.46,141.41,79.660,3408.60,240.25,460.23,141.12,10.23,0.29,4489.26,2.153,4369.40,119.86,3873.38,9.66,9.40
1.940,0.340,0.630,4091.15,459.79,137.03,80.080,4288.88,239.53,457.89,136.83,1.90,0.20,2181.24,0.308,675.09,1506.15,4515.14,9.64,2.98
1.280,0.317,2.160,3423.83,530.74,147.29,80.530,3307.01,240.45,470.51,147.11,60.23,0.19,4243.64,2.173,3638.08,605.57,3747.37,9.64,8.26
2.350,0.299,1.170,3250.97,454.85,136.91,80.250,3271.26,238.15,449.58,136.62,5.27,0.29,4067.05,2.298,3955.21,111.84,3693.43,9.63,9.37
1.370,0.304,1.030,3775.13,513.02,146.28,80.540,3885.60,237.62,493.51,145.98,19.51,0.30,3538.28,1.123,2265.91,1272.36,4253.06,9.63,6.17
1.930,0.304,2.760,3578.18,434.60,165.53,80.720,3526.00,240.94,422.52,165.27,12.08,0.26,3771.84,0.430,1032.73,2739.11,3918.54,9.61,2.63
1.860,0.296,2.450,3577.86,442.68,154.41,80.620,3500.92,241.90,417.60,154.10,25.08,0.30,5575.40,2.848,5390.85,184.55,4081.55,9.60,9.28
1.660,0.313,2.360,3804.98,495.50,165.78,79.800,3764.98,241.37,477.04,165.51,18.46,0.27,3954.69,0.713,1260.36,2694.33,4177.11,9.60,3.06
1.280,0.321,2.700,3810.15,535.80,163.98,79.900,3669.10,238.96,473.05,163.72,62.75,0.26,4144.88,1.039,1681.58,2463.30,4101.22,9.59,3.89
1.610,0.295,1.220,3989.92,522.67,156.92,80.200,4097.08,242.02,510.40,156.67,12.27,0.25,3811.54,0.930,1918.35,1893.19,4494.54,9.59,4.83
1.600,0.291,1.720,3195.70,389.33,142.08,80.750,3269.36,238.94,364.55,141.77,24.78,0.31,4419.87,1.757,4217.00,202.87,3730.39,9.59,9.15
2.340,0.294,1.900,3387.60,506.92,145.28,79.280,3339.39,239.08,500.30,145.02,6.62,0.26,4356.80,2.302,3864.48,492.32,3793.97,9.58,8.50
1.590,0.287,1.860,3505.09,538.75,148.80,80.540,3462.67,238.63,521.07,148.61,17.68,0.19,3847.19,1.519,2701.12,1146.08,3864.43,9.58,6.72
2.330,0.311,1.040,3606.61,469.17,144.45,79.540,3774.87,239.36,466.40,144.18,2.77,0.26,3207.84,0.855,1840.98,1366.86,4110.45,9.56,5.49
2.000,0.320,2.370,3429.11,452.72,155.39,80.640,3406.83,241.56,438.32,155.07,14.40,0.32,4763.13,2.073,3878.14,884.99,3905.48,9.55,7.78
1.460,0.317,2.540,3989.66,556.19,168.42,80.150,3902.96,241.60,515.80,168.25,40.39,0.16,4786.61,1.386,2409.10,2377.51,4404.57,9.54,4.80
2.190,0.331,2.640,3623.45,521.46,159.46,80.030,3656.95,241.28,511.95,159.23,9.51,0.23,4931.71,1.552,3651.44,1280.27,4174.10,9.54,7.06
1.350,0.289,2.840,3554.48,523.41,156.33,80.690,3398.62,239.13,478.84,156.13,44.57,0.20,3934.10,0.973,2224.34,1709.76,3811.64,9.53,5.39
1.810,0.337,1.830,3439.73,423.37,156.05,79.950,3516.81,241.03,412.87,155.80,10.50,0.25,3511.51,0.734,1546.47,1965.04,3885.60,9.52,4.19
1.710,0.310,1.130,3834.49,423.38,154.09,80.580,3940.03,241.62,414.81,153.80,8.57,0.28,3260.32,0.607,1240.23,2020.10,4282.85,9.51,3.62
1.170,0.305,1.980,3577.14,547.56,151.88,79.260,3571.26,241.39,506.77,151.57,40.79,0.32,3142.26,0.534,1262.25,1880.01,3901.80,9.51,3.82
2.120,0.308,1.940,3404.53,475.31,149.21,79.260,3430.68,238.03,471.59,148.94,3.72,0.27,2575.93,0.190,404.42,2171.51,3701.91,9.50,1.49
1.050,0.342,0.840,3985.33,412.06,149.39,79.900,3990.95,238.77,350.82,149.13,61.24,0.27,3283.27,0.808,1542.48,1740.79,4336.78,9.49,4.46
1.730,0.308,1.150,3723.92,496.35,148.99,80.080,3858.18,240.21,479.79,148.69,16.56,0.31,5061.85,2.188,4689.81,372.05,4391.53,9.49,8.79
1.960,0.324,2.410,3449.84,423.63,155.66,79.480,3456.01,239.37,407.93,155.42,15.70,0.24,4779.05,1.674,3631.60,1147.45,3959.59,9.49,7.21
1.320,0.327,0.810,3602.67,490.52,131.40,80.290,3706.28,242.08,482.80,131.17,7.72,0.22,1978.05,0.391,771.05,1207.01,3914.71,9.49,3.70
1.240,0.332,2.170,3742.88,520.70,154.72,80.640,3597.52,238.97,407.02,154.42,113.68,0.30,5205.22,2.790,4599.33,605.89,4147.35,9.47,8.37
1.510,0.309,2.380,3364.00,406.56,157.14,80.330,3325.02,239.20,377.80,156.96,28.76,0.18,3667.61,0.774,1666.56,2001.05,3712.64,9.46,4.30
1.050,0.330,2.120,3621.84,602.98,150.58,80.290,3468.50,239.84,504.36,150.31,98.62,0.27,3695.83,1.424,2350.18,1345.65,3859.14,9.46,6.02
1.750,0.301,2.450,3899.70,510.49,166.60,79.490,3824.06,239.91,493.69,166.40,16.80,0.20,4185.56,0.861,1431.04,2754.52,4266.88,9.45,3.23
2.370,0.294,2.610,3645.43,484.41,161.85,80.130,3536.23,240.68,475.80,161.66,8.61,0.19,4692.60,1.847,3020.15,1672.44,4034.48,9.42,6.06
